ID	sex	level	constellation	birthday	country	province	city	address	diet_prefer	memo	hobby	price	stores
12893	2	2	8	1979	7	8	3	台江区工业路475号	辣	善於分析,滑旱冰	智力类	463	8RyVI
12894	1	4	12	2003	106	6	6	鼓楼区福新路621号	咸	爱玩,篮球	收藏类	125	mDbXv
12895	2	5	8	1971	49	14	3	晋安区长春路726号	甜	洞察力,滑旱冰	冒险类	359	gtSmu
12896	2	5	12	1996	2	9	1	台江区工业路563号	苦	创造力,滑板	游戏类	398	gu6eJ
12897	1	10	10	2000	98	19	3	鼓楼区白马路521号	辣	跨界思维,举重	乐器类	71	XB4gU
12898	1	7	7	2010	192	3	9	鼓楼区八一七路837号	辣	知性,举重	乐器类	366	V1Yc9
12899	1	2	7	1978	196	7	11	鼓楼区福新路44号	苦	幽默,乒乓球	乐器类	52	5SOfi
12900	2	1	4	1986	13	15	8	台江区工业路562号	酸	跨界思维,篮球	运动类	231	idCsO
12901	1	10	5	1990	170	2	13	鼓楼区福新路635号	辣	勇敢,爬山	运动类	161	xyuEy
12902	1	6	5	1993	112	19	14	晋安区长春路786号	辣	抗压力,举重	冒险类	396	jKbJS
12903	2	7	9	1976	182	16	7	晋安区连福路871号	甜	知性,爬山	乐器类	412	zJbNO
12904	2	2	7	2000	11	16	6	晋安区福马路645号	甜	非常冷静,篮球	游戏类	411	tJVjw
12905	1	7	1	2002	157	19	1	晋安区长春路508号	甜	跨界思维,滑旱冰	娱乐类	299	g5nz8
12906	2	4	4	2002	88	12	15	晋安区后浦路683号	甜	抗压力,乒乓球	娱乐类	389	kwoof
12907	2	10	7	1995	75	11	7	晋安区后浦路882号	甜	爱玩,跳绳	智力类	322	4wCPQ
12908	2	6	12	1987	53	5	14	晋安区赤星路926号	酸	勇敢,跳绳	智力类	149	paNt9
12909	2	2	5	1978	174	10	12	晋安区福马路564号	辣	好奇,爬山	乐器类	364	kbIAL
12910	2	5	3	1988	43	16	13	鼓楼区白马路718号	酸	善於分析,篮球	运动类	429	VZlxd
12911	2	1	12	2004	92	15	6	鼓楼区福新路998号	甜	创造力,滑板	娱乐类	117	rWsau
12912	2	1	2	1986	17	13	9	晋安区长春路21号	咸	抗压力,滑板	乐器类	114	CahsT
12913	1	5	10	1992	43	20	4	鼓楼区福新路31号	酸	爱玩,跳绳	乐器类	75	qkrSH
12914	1	3	4	2002	173	16	1	台江区鳌峰路742号	酸	知性,桌球	运动类	294	Uj3PX
12915	1	7	7	1973	58	18	2	晋安区福马路820号	酸	幽默,跑步	收藏类	325	jx6tf
12916	2	3	4	1973	162	18	8	晋安区后浦路229号	甜	洞察力,跑步	收藏类	191	Dg97e
12917	2	9	8	2001	10	7	13	鼓楼区白马路400号	咸	勇敢,爬山	娱乐类	208	0CnSU
12918	2	8	6	2009	6	3	3	鼓楼区福新路110号	酸	创造力,跑步	智力类	337	qCu0N
12919	1	8	9	1997	90	15	5	台江区长乐南路958号	咸	勇敢,滑旱冰	冒险类	190	367V2
12920	1	7	3	1988	89	17	4	鼓楼区福新路250号	咸	幽默,举重	娱乐类	409	ZUkdL
12921	2	5	5	1985	140	19	7	鼓楼区福新路469号	咸	善於分析,跳绳	乐器类	310	rxl5d
12922	1	5	2	1977	80	12	13	晋安区连福路478号	咸	不计较,篮球	智力类	417	7xOBs
12923	1	4	1	1970	132	10	14	晋安区连福路816号	苦	跨界思维,滑旱冰	收藏类	219	qLcU1
12924	1	10	3	1983	161	17	9	晋安区连福路540号	酸	洞察力,跑步	运动类	108	tjMWq
12925	2	4	11	1992	134	7	11	台江区鳌峰路626号	苦	抗压力,篮球	运动类	495	nNUJY
12926	1	2	6	1990	183	3	15	鼓楼区白马路695号	酸	不计较,篮球	运动类	223	YLX1j
12927	1	6	4	1982	118	2	12	台江区工业路995号	酸	好奇,乒乓球	收藏类	118	IXNbB
12928	1	5	6	1995	54	5	6	台江区鳌峰路777号	苦	不计较,足球	智力类	438	tUQLJ
12929	1	6	7	1983	145	1	1	晋安区后浦路71号	咸	抗压力,篮球	智力类	495	QWHO3
12930	2	6	2	2010	129	13	11	鼓楼区达明路370号	酸	直觉好,桌球	智力类	345	JBIU8
12931	2	3	2	2009	105	3	9	台江区鳌峰路866号	甜	跨界思维,滑板	游戏类	260	blahs
12932	1	10	7	1998	139	5	15	台江区鳌峰路777号	甜	知性,篮球	智力类	471	UEXeZ
12933	1	1	6	2005	157	1	2	台江区长乐南路450号	辣	洞察力,篮球	娱乐类	318	NFC7w
12934	2	8	10	1974	5	15	2	鼓楼区福新路811号	辣	洞察力,爬山	娱乐类	219	hNn5d
12935	2	8	7	2003	106	15	9	晋安区长春路998号	咸	知性,足球	冒险类	190	49TTP
12936	2	9	4	1997	198	3	9	晋安区后浦路894号	酸	洞察力,跑步	智力类	308	Pplc7
12937	2	6	8	1985	2	6	7	鼓楼区达明路679号	辣	抗压力,爬山	娱乐类	228	nQ0xC
12938	1	10	2	1976	37	14	11	鼓楼区福新路512号	甜	知性,足球	娱乐类	258	k47R5
12939	1	2	1	2009	51	6	15	晋安区后浦路636号	酸	勇敢,滑板	乐器类	71	F2VRQ
12940	1	6	10	2003	128	17	1	鼓楼区八一七路829号	甜	幽默,足球	收藏类	428	Vwema
12941	1	8	3	2001	25	13	1	台江区鳌峰路31号	苦	爱玩,举重	智力类	265	xfnw7
12942	1	8	7	2006	93	13	3	台江区鳌峰路576号	辣	知性,跳绳	娱乐类	291	AMkKN
12943	1	8	1	1991	77	12	15	鼓楼区福新路892号	酸	跨界思维,跑步	收藏类	440	Ld3KK
12944	1	2	1	1986	146	12	8	台江区长乐南路693号	咸	洞察力,滑板	乐器类	425	PtYzv
12945	2	4	1	1996	50	14	6	鼓楼区福新路998号	甜	勇敢,跑步	运动类	165	fOZGT
12946	2	5	10	1985	3	11	6	鼓楼区福新路824号	甜	直觉好,举重	智力类	431	Yb7I1
12947	2	8	6	1979	121	15	7	鼓楼区白马路145号	咸	知性,桌球	智力类	216	6HC2O
12948	2	7	6	1984	123	20	8	台江区鳌峰路871号	苦	不计较,滑板	收藏类	459	Kz5bp
12949	1	1	7	1983	5	6	7	鼓楼区福新路604号	苦	非常冷静,乒乓球	冒险类	63	hz6vM
12950	1	3	12	1999	180	3	3	晋安区连福路778号	辣	跨界思维,跑步	乐器类	367	XlfQX
12951	2	8	12	1991	129	16	14	晋安区赤星路758号	咸	直觉好,桌球	冒险类	386	2IlD6
12952	1	2	2	1979	48	13	8	晋安区长春路390号	咸	知性,乒乓球	智力类	395	gECrP
12953	2	1	3	1977	41	2	13	晋安区连福路498号	咸	爱玩,滑旱冰	游戏类	343	bJt84
12954	2	5	11	1995	44	14	8	晋安区后浦路28号	酸	知性,足球	智力类	134	N14f5
12955	2	2	4	1981	169	13	2	鼓楼区达明路509号	辣	洞察力,乒乓球	娱乐类	156	xPWVK
12956	1	7	8	1982	82	14	11	鼓楼区白马路944号	酸	勇敢,篮球	智力类	216	2YcFO
12957	2	6	2	2004	63	3	10	台江区广达路186号	辣	勇敢,足球	游戏类	446	yuG67
12958	2	7	10	1970	19	19	1	台江区广达路806号	苦	勇敢,爬山	运动类	362	0LkBF
12959	1	6	11	2004	72	19	7	鼓楼区福新路55号	辣	跨界思维,举重	智力类	427	9Iovv
12960	2	3	1	2005	106	1	8	台江区大同路122号	苦	幽默,跳绳	乐器类	195	hAR38
12961	2	6	9	1989	108	15	7	台江区大同路190号	苦	知性,滑板	收藏类	373	VOtms
12962	2	10	3	1989	182	15	1	台江区长乐南路103号	甜	好奇,跳绳	冒险类	211	3Q4la
12963	2	10	12	1971	31	12	4	晋安区长春路246号	辣	跨界思维,足球	游戏类	258	pkuOn
12964	2	3	11	1970	77	19	1	台江区长乐南路744号	咸	勇敢,跳绳	收藏类	481	Oe5hJ
12965	2	6	9	2000	98	1	4	鼓楼区福新路718号	甜	非常冷静,篮球	收藏类	54	R7k1j
12966	1	3	10	1982	23	19	2	台江区工业路821号	辣	非常冷静,举重	运动类	367	lmZbo
12967	1	8	2	1996	98	13	7	鼓楼区白马路951号	苦	直觉好,跳绳	冒险类	140	s4Piy
12968	2	8	3	1989	154	20	13	晋安区长春路103号	辣	勇敢,跑步	冒险类	268	PzlJx
12969	2	6	7	2002	144	3	6	鼓楼区八一七路775号	苦	不计较,滑旱冰	运动类	182	DU1fV
12970	1	4	8	2000	152	3	14	晋安区福马路484号	苦	洞察力,跑步	收藏类	420	nygPc
12971	1	1	5	2009	97	3	9	鼓楼区福新路674号	甜	抗压力,跑步	乐器类	76	XVJPx
12972	2	5	4	1980	38	19	11	晋安区长春路75号	咸	创造力,举重	智力类	123	a0IJ8
12973	2	5	7	2010	49	10	4	晋安区长春路12号	咸	抗压力,桌球	收藏类	101	FuvUt
12974	2	8	5	2006	197	20	5	晋安区赤星路511号	咸	幽默,举重	收藏类	353	ayGUf
12975	2	5	4	2000	78	6	4	晋安区连福路113号	甜	知性,桌球	乐器类	445	hNjCo
12976	1	1	1	2007	26	3	14	台江区鳌峰路21号	酸	幽默,爬山	乐器类	415	EYVlX
12977	2	6	2	2004	110	15	10	晋安区福马路793号	苦	幽默,跳绳	智力类	383	MpueA
12978	1	9	3	2006	92	13	13	台江区大同路406号	咸	幽默,乒乓球	收藏类	173	dl1da
12979	2	8	8	2005	174	13	7	晋安区长春路450号	苦	勇敢,举重	智力类	399	GzTdP
12980	2	8	6	2003	123	15	12	晋安区长春路22号	甜	创造力,跳绳	游戏类	274	NG9jv
12981	1	1	1	1976	184	4	2	鼓楼区白马路200号	辣	幽默,足球	游戏类	309	e9Nyn
12982	2	5	10	1974	11	5	2	台江区广达路643号	甜	非常冷静,举重	游戏类	262	JpBeX
12983	1	1	9	2005	116	5	4	鼓楼区达明路521号	苦	好奇,爬山	冒险类	158	I91lr
12984	1	4	10	1999	152	19	11	晋安区福马路677号	酸	洞察力,爬山	智力类	261	IFJu6
12985	1	10	10	1983	174	16	12	晋安区长春路204号	苦	善於分析,桌球	运动类	412	FW2OX
12986	1	4	8	1990	109	1	11	鼓楼区八一七路165号	酸	非常冷静,桌球	游戏类	325	VOtqL
12987	1	3	9	2001	191	4	10	鼓楼区福新路902号	辣	创造力,滑旱冰	游戏类	137	Bbdnw
12988	1	7	9	1986	168	14	14	晋安区后浦路96号	甜	直觉好,爬山	智力类	228	ZR7tn
12989	2	10	4	1983	128	2	6	台江区工业路733号	甜	创造力,跳绳	娱乐类	201	kdDAD
12990	2	7	9	1974	6	1	15	台江区广达路444号	咸	非常冷静,乒乓球	乐器类	315	zeDq5
12991	1	10	2	1972	139	6	14	晋安区后浦路490号	苦	勇敢,跳绳	运动类	69	1tWZV
12992	1	5	5	2007	12	9	4	台江区大同路369号	咸	勇敢,足球	冒险类	120	mcxUL
12993	2	9	12	1996	51	12	10	鼓楼区八一七路191号	甜	知性,爬山	智力类	122	P6MaN
12994	1	10	8	2000	198	19	8	晋安区长春路113号	酸	创造力,举重	游戏类	418	FPopD
12995	1	8	7	1972	77	17	2	晋安区长春路814号	酸	知性,滑旱冰	智力类	345	prvUx
12996	2	5	12	2005	69	1	7	晋安区赤星路461号	咸	跨界思维,跑步	冒险类	245	9BY05
12997	1	2	2	1977	108	2	2	晋安区赤星路634号	苦	跨界思维,桌球	运动类	329	I8HtL
12998	1	3	4	1972	84	8	6	鼓楼区达明路798号	辣	知性,桌球	收藏类	419	0PdFd
12999	2	9	1	1973	146	10	6	台江区鳌峰路50号	辣	创造力,篮球	娱乐类	284	4lpie
13000	1	6	12	1997	154	3	10	鼓楼区八一七路993号	咸	抗压力,举重	娱乐类	300	EjFqe
13001	1	7	2	2004	72	11	7	鼓楼区八一七路626号	甜	勇敢,乒乓球	娱乐类	121	26RKG
13002	2	2	1	2004	50	13	8	鼓楼区达明路354号	甜	非常冷静,滑旱冰	智力类	422	Op6Ec
13003	2	10	7	2001	47	6	1	晋安区赤星路745号	甜	知性,爬山	收藏类	203	41ZHz
13004	2	10	6	1974	197	18	12	鼓楼区福新路766号	辣	非常冷静,乒乓球	乐器类	150	yOAwJ
13005	2	10	3	1997	146	3	12	鼓楼区福新路14号	甜	抗压力,桌球	娱乐类	305	qL1HL
13006	1	5	7	1987	163	13	4	鼓楼区福新路636号	苦	直觉好,滑旱冰	乐器类	227	qODFh
13007	2	7	9	2001	109	12	9	晋安区连福路447号	苦	洞察力,跑步	游戏类	496	zQeSI
13008	1	9	8	1999	142	5	4	晋安区后浦路257号	酸	不计较,跑步	娱乐类	285	tC7Hm
13009	2	5	11	1972	123	8	9	台江区工业路160号	苦	不计较,滑旱冰	冒险类	135	zsgc8
13010	1	7	11	1981	54	20	8	台江区工业路378号	辣	勇敢,滑旱冰	娱乐类	185	29j4g
13011	1	10	3	1977	179	16	4	台江区长乐南路209号	咸	知性,跑步	娱乐类	350	MJU2V
13012	2	8	1	1978	5	17	13	鼓楼区白马路797号	酸	善於分析,跑步	娱乐类	475	PelD4
13013	1	9	4	2007	69	11	15	台江区大同路480号	咸	幽默,举重	运动类	360	hzl2r
13014	1	2	6	2006	12	1	9	晋安区连福路142号	苦	善於分析,桌球	运动类	316	WBHCn
13015	1	1	1	2001	79	14	15	鼓楼区福新路918号	酸	知性,篮球	娱乐类	276	K2bBI
13016	1	4	8	1981	109	15	2	台江区鳌峰路322号	咸	抗压力,篮球	乐器类	227	sCGao
13017	1	5	4	1999	96	16	15	台江区鳌峰路381号	辣	爱玩,桌球	游戏类	328	g6mda
13018	1	7	5	1990	152	17	15	鼓楼区八一七路824号	酸	非常冷静,跑步	收藏类	338	zdXWM
13019	2	4	8	1990	128	10	5	台江区工业路543号	咸	创造力,乒乓球	运动类	228	hcF9k
13020	1	8	6	1986	65	1	15	鼓楼区八一七路197号	酸	洞察力,举重	智力类	470	KkWrM
13021	1	6	7	1978	156	8	7	晋安区福马路558号	咸	跨界思维,滑板	冒险类	294	oGhLI
13022	2	7	1	1998	5	16	5	台江区工业路328号	甜	知性,滑板	智力类	227	pNoqt
13023	2	6	8	1972	9	7	14	晋安区赤星路739号	酸	好奇,足球	娱乐类	270	s6ju8
13024	1	3	10	1995	55	14	8	晋安区后浦路771号	辣	勇敢,桌球	乐器类	70	5owEj
13025	2	3	5	1975	87	2	14	台江区广达路20号	苦	洞察力,滑旱冰	智力类	77	tx8iB
13026	2	4	5	1978	51	17	10	台江区长乐南路804号	辣	好奇,滑板	冒险类	312	rgVGX
13027	1	1	3	2006	86	20	12	鼓楼区八一七路615号	咸	爱玩,举重	冒险类	489	bRDRQ
13028	1	3	1	1983	128	7	11	晋安区赤星路284号	酸	爱玩,滑旱冰	智力类	120	zuiEF
13029	2	4	7	1988	110	10	8	台江区大同路596号	咸	爱玩,桌球	收藏类	223	b31jt
13030	2	2	10	2001	151	7	12	台江区广达路768号	咸	善於分析,跳绳	收藏类	65	Iz6CV
13031	1	7	9	2004	93	8	11	晋安区长春路451号	甜	非常冷静,桌球	冒险类	421	S7IFV
13032	1	7	3	1990	146	17	11	晋安区长春路869号	甜	爱玩,乒乓球	收藏类	90	Vz4zu
13033	1	1	8	2006	58	15	13	台江区大同路372号	酸	创造力,滑板	冒险类	448	anAqt
13034	2	10	6	2003	167	4	12	台江区鳌峰路39号	辣	直觉好,举重	娱乐类	468	CqjXB
13035	1	1	9	1983	64	12	12	鼓楼区白马路506号	苦	洞察力,桌球	智力类	429	I0wX3
13036	1	1	3	1971	154	19	12	鼓楼区达明路45号	苦	勇敢,跳绳	收藏类	216	wTIr9
13037	2	1	10	1971	107	6	2	台江区工业路920号	辣	创造力,桌球	收藏类	211	9ZE3y
13038	1	1	7	1989	8	3	6	晋安区后浦路681号	甜	勇敢,滑板	冒险类	268	D2xW0
13039	1	1	10	1989	144	14	6	晋安区后浦路510号	苦	洞察力,滑板	收藏类	221	IOdn9
13040	1	1	10	2009	45	11	10	台江区广达路969号	甜	抗压力,乒乓球	智力类	426	DRceR
13041	2	3	5	1972	29	19	6	鼓楼区白马路787号	苦	爱玩,滑旱冰	冒险类	408	eD3ec
13042	1	7	3	1977	140	4	12	晋安区后浦路923号	酸	知性,跳绳	娱乐类	188	JUHrQ
13043	2	10	7	2010	14	14	11	台江区工业路708号	辣	非常冷静,桌球	冒险类	268	RESEk
13044	1	3	1	1993	111	2	6	台江区广达路576号	苦	非常冷静,乒乓球	运动类	378	i4QdV
13045	2	10	5	1988	145	19	15	晋安区后浦路639号	苦	勇敢,跑步	游戏类	406	2uGFR
13046	1	8	4	1998	94	3	15	鼓楼区白马路886号	咸	知性,足球	智力类	124	JlQ8Y
13047	1	10	9	1978	92	13	4	台江区长乐南路245号	甜	洞察力,爬山	冒险类	91	prkfj
13048	2	9	11	1995	81	15	4	台江区长乐南路957号	苦	勇敢,举重	运动类	385	v5FZS
13049	1	4	3	2002	78	12	1	鼓楼区福新路705号	咸	勇敢,跳绳	智力类	446	MOs4U
13050	1	3	5	1979	68	16	7	鼓楼区福新路849号	甜	直觉好,爬山	收藏类	82	sas3i
13051	1	2	4	2001	87	9	13	晋安区福马路667号	苦	好奇,桌球	收藏类	482	yJmp3
13052	1	6	1	1972	145	19	15	鼓楼区白马路581号	甜	勇敢,足球	运动类	280	UYbGb
13053	1	10	5	1987	63	9	11	台江区大同路95号	甜	幽默,举重	游戏类	138	iTLFn
13054	1	6	8	2008	102	15	4	台江区广达路263号	咸	不计较,篮球	乐器类	209	Y9eRF
13055	1	10	6	1986	192	3	15	鼓楼区达明路272号	辣	不计较,爬山	冒险类	287	Ng1Cb
13056	1	9	1	2006	4	1	11	台江区工业路212号	咸	好奇,跑步	乐器类	200	NCmhH
13057	1	6	5	1998	195	4	3	晋安区连福路576号	咸	创造力,举重	智力类	353	KN2CQ
13058	1	10	9	2010	122	10	5	台江区长乐南路926号	辣	善於分析,滑板	冒险类	267	n95im
13059	1	6	10	2003	13	2	2	鼓楼区八一七路253号	酸	善於分析,足球	游戏类	73	KJgsA
13060	2	3	8	2001	58	20	14	鼓楼区白马路103号	苦	抗压力,足球	冒险类	100	W56Mj
13061	1	6	8	1970	192	5	12	鼓楼区白马路274号	辣	爱玩,滑板	游戏类	439	hKYpn
13062	1	10	2	1992	78	6	15	台江区大同路40号	甜	勇敢,乒乓球	收藏类	438	hXTEX
13063	1	1	5	1983	71	1	2	晋安区连福路583号	苦	直觉好,篮球	游戏类	408	Cm9bZ
13064	2	4	10	1993	43	7	12	晋安区连福路629号	甜	非常冷静,爬山	运动类	397	1su2X
13065	2	5	11	1971	117	19	3	鼓楼区达明路978号	辣	直觉好,足球	乐器类	341	dlno3
13066	2	4	6	2009	93	8	4	晋安区连福路43号	苦	直觉好,爬山	运动类	255	HshjZ
13067	2	2	8	1996	17	15	3	台江区大同路665号	苦	抗压力,滑板	冒险类	449	UNM44
13068	2	7	8	1973	160	10	14	晋安区后浦路845号	酸	非常冷静,滑板	冒险类	97	4lssz
13069	1	4	12	1974	108	3	4	台江区广达路539号	甜	好奇,足球	乐器类	65	kuuGj
13070	2	7	10	1986	70	3	12	晋安区福马路697号	酸	爱玩,乒乓球	娱乐类	247	0VJVP
13071	1	9	2	1980	16	1	15	鼓楼区达明路294号	酸	幽默,桌球	冒险类	443	kLYWp
13072	2	4	4	2000	118	17	13	鼓楼区八一七路389号	辣	幽默,足球	收藏类	222	Mqif2
13073	2	5	2	2009	199	17	13	鼓楼区白马路306号	苦	爱玩,桌球	收藏类	408	ikFum
13074	2	1	1	2002	161	6	5	台江区广达路725号	酸	勇敢,篮球	智力类	199	u9P1T
13075	1	8	5	2008	8	2	15	鼓楼区福新路728号	酸	直觉好,篮球	乐器类	64	s5bBP
13076	2	6	6	1988	89	20	12	台江区工业路812号	酸	幽默,爬山	冒险类	137	M9JDO
13077	1	2	2	1974	40	14	7	台江区广达路599号	咸	善於分析,举重	乐器类	213	rVD4G
13078	2	5	10	2009	35	20	3	鼓楼区达明路913号	酸	非常冷静,滑板	冒险类	373	r5O4q
13079	1	10	9	1990	150	7	11	鼓楼区白马路910号	辣	好奇,篮球	游戏类	150	MZB82
13080	2	10	2	1994	3	4	14	台江区鳌峰路616号	辣	不计较,跑步	运动类	300	5TozD
13081	2	10	12	1984	150	19	7	台江区长乐南路588号	甜	勇敢,乒乓球	智力类	142	1RAoG
13082	1	10	3	1990	3	4	15	晋安区后浦路235号	辣	创造力,跳绳	运动类	347	Ti0of
13083	2	10	6	1996	9	12	10	台江区广达路783号	辣	勇敢,乒乓球	运动类	382	viDci
13084	1	7	3	1988	17	17	11	台江区广达路32号	辣	好奇,滑旱冰	冒险类	110	VQqi7
13085	1	7	12	1972	197	18	13	台江区大同路26号	酸	知性,爬山	乐器类	389	uQjCe
13086	1	10	11	1989	181	20	6	台江区工业路310号	苦	洞察力,举重	游戏类	432	sUlTJ
13087	1	5	2	1989	25	18	8	鼓楼区八一七路486号	酸	幽默,桌球	乐器类	321	w79KN
13088	1	2	5	1991	70	20	6	晋安区福马路969号	甜	善於分析,爬山	乐器类	292	ztxv6
13089	1	9	10	1993	79	16	1	晋安区福马路892号	咸	幽默,滑旱冰	冒险类	261	38Ant
13090	1	7	3	1973	18	13	7	台江区广达路247号	甜	不计较,跳绳	冒险类	320	5HqGA
13091	1	1	3	1971	66	4	11	晋安区长春路491号	苦	抗压力,滑旱冰	运动类	416	ngCXI
13092	1	6	11	2005	91	1	15	晋安区福马路665号	甜	勇敢,举重	运动类	54	bCbqe
13093	1	10	1	1974	61	15	2	台江区广达路915号	咸	跨界思维,滑旱冰	游戏类	365	KRuH1
13094	2	6	7	2009	148	2	1	晋安区福马路771号	咸	幽默,篮球	智力类	406	dbt73
13095	2	3	11	1986	152	10	14	晋安区连福路157号	苦	好奇,滑板	收藏类	74	2M2eT
13096	1	4	10	2006	118	1	4	晋安区长春路683号	苦	洞察力,篮球	收藏类	78	IaY8t
13097	1	8	1	1978	42	11	15	鼓楼区达明路717号	辣	幽默,跑步	收藏类	107	da69N
13098	1	1	3	1998	21	9	12	台江区长乐南路119号	咸	直觉好,滑板	娱乐类	404	UC3BJ
13099	1	2	2	1974	188	7	9	晋安区长春路231号	咸	直觉好,举重	乐器类	167	EjVuc
13100	2	2	7	2008	192	17	2	晋安区赤星路122号	咸	勇敢,跑步	游戏类	227	JhJ3H
13101	1	6	4	1986	58	4	6	鼓楼区八一七路157号	甜	抗压力,桌球	收藏类	364	96LjP
13102	1	8	1	1985	145	18	5	台江区工业路102号	辣	不计较,跳绳	智力类	299	RMpXc
13103	2	1	1	1993	179	11	5	台江区长乐南路467号	甜	洞察力,跑步	运动类	264	rPCxh
13104	2	6	12	1988	4	16	5	晋安区赤星路768号	苦	不计较,桌球	收藏类	269	dtaAd
13105	1	8	7	1975	119	12	5	鼓楼区福新路182号	辣	跨界思维,滑旱冰	运动类	86	OtlXI
13106	1	7	5	2006	153	6	8	鼓楼区达明路830号	辣	抗压力,爬山	运动类	452	LrBNo
13107	2	9	11	1996	157	7	1	台江区长乐南路577号	酸	洞察力,跑步	游戏类	282	XbR5b
13108	2	5	2	2006	185	10	10	晋安区长春路670号	苦	幽默,跑步	游戏类	457	4NxgV
13109	2	3	2	1977	128	1	9	台江区大同路731号	酸	抗压力,滑旱冰	运动类	362	eJwsk
13110	2	9	3	1979	128	19	11	晋安区连福路105号	辣	幽默,足球	冒险类	442	aNMZk
13111	2	3	11	2007	192	9	13	鼓楼区八一七路992号	咸	创造力,乒乓球	乐器类	495	uO4JN
13112	2	10	5	1992	14	4	8	台江区鳌峰路748号	辣	爱玩,爬山	收藏类	317	LpbjI
13113	1	10	9	1983	195	14	14	鼓楼区白马路936号	咸	善於分析,跳绳	智力类	494	ywDgq
13114	1	1	10	1980	36	2	15	鼓楼区八一七路200号	酸	善於分析,桌球	游戏类	429	tsbRo
13115	1	7	1	1982	141	10	2	晋安区赤星路951号	酸	爱玩,举重	乐器类	464	80wxc
13116	1	3	2	1989	173	3	8	鼓楼区达明路242号	苦	勇敢,爬山	冒险类	143	sO3rq
13117	1	5	8	1977	133	10	15	晋安区连福路42号	咸	善於分析,滑板	乐器类	428	BASQu
13118	1	3	9	2001	180	6	10	台江区长乐南路799号	酸	幽默,爬山	冒险类	115	q6ZKb
13119	2	3	3	1982	106	1	15	台江区鳌峰路198号	咸	创造力,篮球	乐器类	226	TlrHG
13120	2	9	12	1975	83	6	5	晋安区长春路787号	甜	洞察力,滑板	运动类	392	ecv9a
13121	1	10	9	2006	170	16	4	鼓楼区福新路378号	甜	洞察力,滑旱冰	运动类	172	0Xaxn
13122	2	8	1	1979	105	16	13	鼓楼区福新路829号	酸	洞察力,足球	乐器类	164	lYLbS
13123	1	5	4	1973	61	15	2	晋安区福马路865号	咸	直觉好,跑步	收藏类	186	rbbVr
13124	2	4	2	1973	96	20	1	鼓楼区白马路176号	辣	直觉好,足球	收藏类	186	7A160
13125	1	10	8	1989	30	19	1	晋安区连福路346号	酸	创造力,滑旱冰	乐器类	138	pDbmA
13126	1	9	1	1970	186	16	10	台江区工业路464号	苦	跨界思维,跑步	运动类	236	2mVEv
13127	1	4	1	1988	78	17	12	晋安区福马路916号	苦	幽默,滑板	收藏类	450	6RtPc
13128	1	2	11	1983	128	4	9	鼓楼区白马路204号	辣	爱玩,跑步	运动类	471	RFg5Q
13129	1	7	2	1998	32	20	12	晋安区长春路607号	甜	知性,乒乓球	冒险类	449	Pl14c
13130	2	8	3	1982	123	17	12	鼓楼区福新路656号	咸	非常冷静,乒乓球	娱乐类	332	Jg7Px
13131	2	7	12	1990	161	7	6	鼓楼区八一七路688号	辣	知性,跳绳	娱乐类	469	fvuS8
13132	2	10	4	1971	187	13	13	晋安区后浦路313号	辣	知性,桌球	收藏类	243	PVUwd
13133	2	3	1	2008	81	11	3	鼓楼区达明路750号	咸	洞察力,足球	乐器类	203	vMs83
13134	2	5	2	1973	59	9	2	鼓楼区达明路508号	酸	跨界思维,足球	运动类	91	o0VXR
13135	1	6	11	1990	11	11	2	台江区长乐南路51号	甜	跨界思维,桌球	乐器类	277	aA8wH
13136	1	1	4	1981	188	9	15	台江区长乐南路123号	甜	好奇,爬山	游戏类	239	aWTDA
13137	1	9	5	1995	100	6	6	晋安区连福路756号	甜	好奇,滑板	乐器类	238	w2dfN
13138	1	2	1	1976	61	8	15	台江区鳌峰路855号	甜	跨界思维,举重	智力类	291	l8uX1
13139	2	1	3	1993	91	4	10	台江区鳌峰路159号	咸	洞察力,滑旱冰	游戏类	353	NXedc
13140	2	1	5	1994	131	4	4	晋安区后浦路490号	甜	勇敢,跑步	乐器类	279	Njeo0
13141	1	8	4	1999	181	15	1	鼓楼区白马路406号	酸	好奇,滑板	运动类	124	TeZo4
13142	1	3	8	1978	34	10	7	晋安区福马路539号	辣	洞察力,足球	游戏类	496	GEdXU
13143	2	7	7	1974	161	6	10	晋安区长春路292号	甜	跨界思维,跳绳	乐器类	412	vugML
13144	1	3	7	1972	11	12	3	鼓楼区福新路791号	甜	创造力,爬山	智力类	367	NSXzW
13145	2	4	9	1993	194	12	13	晋安区长春路534号	酸	抗压力,足球	娱乐类	63	pxmcq
13146	2	3	10	1986	50	17	15	鼓楼区八一七路471号	酸	洞察力,滑板	冒险类	462	PcKQ5
13147	2	4	12	1985	104	2	11	台江区工业路605号	甜	勇敢,爬山	娱乐类	482	imexB
13148	1	10	3	2009	118	19	1	鼓楼区达明路330号	咸	好奇,举重	运动类	425	4NgwY
13149	1	8	4	1997	177	15	10	台江区工业路290号	苦	好奇,篮球	运动类	481	hJvsA
13150	2	8	1	1974	81	11	10	台江区大同路776号	辣	勇敢,乒乓球	娱乐类	366	V9Vue
13151	2	2	6	2009	38	11	7	鼓楼区白马路78号	酸	洞察力,举重	收藏类	385	zGadi
13152	1	7	4	1992	82	8	10	台江区工业路611号	甜	创造力,滑板	运动类	318	ZzEEG
